Chr	Position	ModStatus	Status
25s	302	Unm	Unm
25s	303	Unm	Unm
25s	304	Unm	Unm
25s	305	Unm	Unm
25s	306	Unm	Unm
25s	307	Unm	Unm
25s	308	Unm	Unm
25s	309	Unm	Unm
25s	310	Unm	Unm
25s	311	Unm	Unm
25s	312	Unm	Unm
25s	313	Unm	Unm
25s	314	Unm	Unm
25s	315	Unm	Unm
25s	316	Unm	Unm
25s	317	Unm	Unm
25s	318	Unm	Unm
25s	319	Unm	Unm
25s	320	Unm	Unm
25s	321	Unm	Unm
25s	322	Unm	Unm
25s	323	Unm	Unm
25s	324	Unm	Unm
25s	325	Unm	Unm
25s	326	Unm	Unm
25s	327	Unm	Unm
25s	328	Unm	Unm
25s	329	Unm	Unm
25s	330	Unm	Unm
25s	331	Unm	Unm
25s	332	Unm	Unm
25s	333	Unm	Unm
25s	334	Unm	Unm
25s	335	Unm	Unm
25s	336	Unm	Unm
25s	337	Unm	Unm
25s	338	Unm	Unm
25s	339	Unm	Unm
25s	340	Unm	Unm
25s	341	Unm	Unm
25s	342	Unm	Unm
25s	343	Unm	Unm
25s	344	Unm	Unm
25s	345	Unm	Unm
25s	346	Unm	Unm
25s	347	Unm	Unm
25s	348	Unm	Unm
25s	349	Unm	Unm
25s	350	Unm	Unm
25s	351	Unm	Unm
25s	352	Unm	Unm
25s	353	Unm	Unm
25s	354	Unm	Unm
25s	355	Unm	Unm
25s	356	Unm	Unm
25s	357	Unm	Unm
25s	358	Unm	Unm
25s	359	Unm	Unm
25s	360	Unm	Unm
25s	361	Unm	Unm
25s	362	Unm	Unm
25s	363	Unm	Unm
25s	364	Unm	Unm
25s	365	Unm	Unm
25s	366	Unm	Unm
25s	367	Unm	Unm
25s	368	Unm	Unm
25s	369	Unm	Unm
25s	370	Unm	Unm
25s	371	Unm	Unm
25s	372	Unm	Unm
25s	373	Unm	Unm
25s	374	Unm	Unm
25s	375	Unm	Unm
25s	376	Unm	Unm
25s	377	Unm	Unm
25s	378	Unm	Unm
25s	379	Unm	Unm
25s	380	Unm	Unm
25s	381	Unm	Unm
25s	382	Unm	Unm
25s	383	Unm	Unm
25s	384	Unm	Unm
25s	385	Unm	Unm
25s	386	Unm	Unm
25s	387	Unm	Unm
25s	388	Unm	Unm
25s	389	Unm	Unm
25s	390	Unm	Unm
25s	391	Unm	Unm
25s	392	Unm	Unm
25s	393	Unm	Unm
25s	394	Unm	Unm
25s	395	Unm	Unm
25s	396	Unm	Unm
25s	397	Unm	Unm
25s	398	Unm	Unm
25s	399	Unm	Unm
25s	400	Unm	Unm
25s	401	Unm	Unm
25s	402	Unm	Unm
25s	403	Unm	Unm
25s	404	Unm	Unm
25s	405	Unm	Unm
25s	406	Unm	Unm
25s	407	Unm	Unm
25s	408	Unm	Unm
25s	409	Unm	Unm
25s	410	Unm	Unm
25s	411	Unm	Unm
25s	412	Unm	Unm
25s	413	Unm	Unm
25s	414	Unm	Unm
25s	415	Unm	Unm
25s	416	Unm	Unm
25s	417	Unm	Unm
25s	418	Unm	Unm
25s	419	Unm	Unm
25s	420	Unm	Unm
25s	421	Unm	Unm
25s	422	Unm	Unm
25s	423	Unm	Unm
25s	424	Unm	Unm
25s	425	Unm	Unm
25s	426	Unm	Unm
25s	427	Unm	Unm
25s	428	Unm	Unm
25s	429	Unm	Unm
25s	430	Unm	Unm
25s	431	Unm	Unm
25s	432	Unm	Unm
25s	433	Unm	Unm
25s	434	Unm	Unm
25s	435	Unm	Unm
25s	436	Unm	Unm
25s	437	Unm	Unm
25s	438	Unm	Unm
25s	439	Unm	Unm
25s	440	Unm	Unm
25s	441	Unm	Unm
25s	442	Unm	Unm
25s	443	Unm	Unm
25s	444	Unm	Unm
25s	445	Unm	Unm
25s	446	Unm	Unm
25s	447	Unm	Unm
25s	448	Unm	Unm
25s	449	Unm	Unm
25s	450	Unm	Unm
25s	451	Unm	Unm
25s	452	Unm	Unm
25s	453	Unm	Unm
25s	454	Unm	Unm
25s	455	Unm	Unm
25s	456	Unm	Unm
25s	457	Unm	Unm
25s	458	Unm	Unm
25s	459	Unm	Unm
25s	460	Unm	Unm
25s	461	Unm	Unm
25s	462	Unm	Unm
25s	463	Unm	Unm
25s	464	Unm	Unm
25s	465	Unm	Unm
25s	466	Unm	Unm
25s	467	Unm	Unm
25s	468	Unm	Unm
25s	469	Unm	Unm
25s	470	Unm	Unm
25s	471	Unm	Unm
25s	472	Unm	Unm
25s	473	Unm	Unm
25s	474	Unm	Unm
25s	475	Unm	Unm
25s	476	Unm	Unm
25s	477	Unm	Unm
25s	478	Unm	Unm
25s	479	Unm	Unm
25s	480	Unm	Unm
25s	481	Unm	Unm
25s	482	Unm	Unm
25s	483	Unm	Unm
25s	484	Unm	Unm
25s	485	Unm	Unm
25s	486	Unm	Unm
25s	487	Unm	Unm
25s	488	Unm	Unm
25s	489	Unm	Unm
25s	490	Unm	Unm
25s	491	Unm	Unm
25s	492	Unm	Unm
25s	493	Unm	Unm
25s	494	Unm	Unm
25s	495	Unm	Unm
25s	496	Unm	Unm
25s	497	Unm	Unm
25s	498	Unm	Unm
25s	499	Unm	Unm
25s	500	Unm	Unm
25s	501	Unm	Unm
25s	502	Unm	Unm
25s	503	Unm	Unm
25s	504	Unm	Unm
25s	505	Unm	Unm
25s	506	Unm	Unm
25s	507	Unm	Unm
25s	508	Unm	Unm
25s	509	Unm	Unm
25s	510	Unm	Unm
25s	511	Unm	Unm
25s	512	Unm	Unm
25s	513	Unm	Unm
25s	514	Unm	Unm
25s	515	Unm	Unm
25s	516	Unm	Unm
25s	517	Unm	Unm
25s	518	Unm	Unm
25s	519	Unm	Unm
25s	520	Unm	Unm
25s	521	Unm	Unm
25s	522	Unm	Unm
25s	523	Unm	Unm
25s	524	Unm	Unm
25s	525	Unm	Unm
25s	526	Unm	Unm
25s	527	Unm	Unm
25s	528	Unm	Unm
25s	529	Unm	Unm
25s	530	Unm	Unm
25s	531	Unm	Unm
25s	532	Unm	Unm
25s	533	Unm	Unm
25s	534	Unm	Unm
25s	535	Unm	Unm
25s	536	Unm	Unm
25s	537	Unm	Unm
25s	538	Unm	Unm
25s	539	Unm	Unm
25s	540	Unm	Unm
25s	541	Unm	Unm
25s	542	Unm	Unm
25s	543	Unm	Unm
25s	544	Unm	Unm
25s	545	Unm	Unm
25s	546	Unm	Unm
25s	547	Unm	Unm
25s	548	Unm	Unm
25s	549	Unm	Unm
25s	550	Unm	Unm
25s	551	Unm	Unm
25s	552	Unm	Unm
25s	553	Unm	Unm
25s	554	Unm	Unm
25s	555	Unm	Unm
25s	556	Unm	Unm
25s	557	Unm	Unm
25s	558	Unm	Unm
25s	559	Unm	Unm
25s	560	Unm	Unm
25s	561	Unm	Unm
25s	562	Unm	Unm
25s	563	Unm	Unm
25s	564	Unm	Unm
25s	565	Unm	Unm
25s	566	Unm	Unm
25s	567	Unm	Unm
25s	568	Unm	Unm
25s	569	Unm	Unm
25s	570	Unm	Unm
25s	571	Unm	Unm
25s	572	Unm	Unm
25s	573	Unm	Unm
25s	574	Unm	Unm
25s	575	Unm	Unm
25s	576	Unm	Unm
25s	577	Unm	Unm
25s	578	Unm	Unm
25s	579	Unm	Unm
25s	580	Unm	Unm
25s	581	Unm	Unm
25s	582	Unm	Unm
25s	583	Unm	Unm
25s	584	Unm	Unm
25s	585	Unm	Unm
25s	586	Unm	Unm
25s	587	Unm	Unm
25s	588	Unm	Unm
25s	589	Unm	Unm
25s	590	Unm	Unm
25s	591	Unm	Unm
25s	592	Unm	Unm
25s	593	Unm	Unm
25s	594	Unm	Unm
25s	595	Unm	Unm
25s	596	Unm	Unm
25s	597	Unm	Unm
25s	598	Unm	Unm
25s	599	Unm	Unm
25s	600	Unm	Unm
25s	601	Unm	Unm
25s	602	Unm	Unm
25s	603	Unm	Unm
25s	604	Unm	Unm
25s	605	Unm	Unm
25s	606	Unm	Unm
25s	607	Unm	Unm
25s	608	Unm	Unm
25s	609	Unm	Unm
25s	610	Unm	Unm
25s	611	Unm	Unm
25s	612	Unm	Unm
25s	613	Unm	Unm
25s	614	Unm	Unm
25s	615	Unm	Unm
25s	616	Unm	Unm
25s	617	Unm	Unm
25s	618	Unm	Unm
25s	619	Unm	Unm
25s	620	Unm	Unm
25s	621	Unm	Unm
25s	622	Unm	Unm
25s	623	Unm	Unm
25s	624	Unm	Unm
25s	625	Unm	Unm
25s	626	Unm	Unm
25s	627	Unm	Unm
25s	628	Unm	Unm
25s	629	Unm	Unm
25s	630	Unm	Unm
25s	631	Unm	Unm
25s	632	Unm	Unm
25s	633	Unm	Unm
25s	634	Unm	Unm
25s	635	Unm	Unm
25s	636	Unm	Unm
25s	637	Unm	Unm
25s	638	Unm	Unm
25s	639	Unm	Unm
25s	640	Unm	Unm
25s	641	Unm	Unm
25s	642	Unm	Unm
25s	643	Unm	NA
25s	644	Unm	NA
25s	645	m1A	m1A
25s	646	Unm	NA
25s	647	Unm	NA
25s	648	Unm	NA
25s	649	Am	NA
25s	650	Cm	NA
25s	651	Unm	NA
25s	652	Unm	NA
25s	653	Unm	Unm
25s	654	Unm	Unm
25s	655	Unm	Unm
25s	656	Unm	Unm
25s	657	Unm	Unm
25s	658	Unm	Unm
25s	659	Unm	Unm
25s	660	Unm	Unm
25s	661	Unm	NA
25s	662	Unm	NA
25s	663	Cm	Cm
25s	664	Unm	NA
25s	665	Unm	NA
25s	666	Unm	Unm
25s	667	Unm	Unm
25s	668	Unm	Unm
25s	669	Unm	Unm
25s	670	Unm	Unm
25s	671	Unm	Unm
25s	672	Unm	Unm
25s	673	Unm	Unm
25s	674	Unm	Unm
25s	675	Unm	Unm
25s	676	Unm	Unm
25s	677	Unm	Unm
25s	678	Unm	Unm
25s	679	Unm	Unm
25s	680	Unm	Unm
25s	681	Unm	Unm
25s	682	Unm	Unm
25s	683	Unm	Unm
25s	684	Unm	Unm
25s	685	Unm	Unm
25s	686	Unm	Unm
25s	687	Unm	Unm
25s	688	Unm	Unm
25s	689	Unm	Unm
25s	690	Unm	Unm
25s	691	Unm	Unm
25s	692	Unm	Unm
25s	693	Unm	Unm
25s	694	Unm	Unm
25s	695	Unm	Unm
25s	696	Unm	Unm
25s	697	Unm	Unm
25s	698	Unm	Unm
25s	699	Unm	Unm
25s	700	Unm	Unm
25s	701	Unm	Unm
25s	702	Unm	Unm
25s	703	Unm	Unm
25s	704	Unm	Unm
25s	705	Unm	Unm
25s	706	Unm	Unm
25s	707	Unm	Unm
25s	708	Unm	Unm
25s	709	Unm	Unm
25s	710	Unm	Unm
25s	711	Unm	Unm
25s	712	Unm	Unm
25s	713	Unm	Unm
25s	714	Unm	Unm
25s	715	Unm	Unm
25s	716	Unm	Unm
25s	717	Unm	Unm
25s	718	Unm	Unm
25s	719	Unm	Unm
25s	720	Unm	Unm
25s	721	Unm	Unm
25s	722	Unm	Unm
25s	723	Unm	Unm
25s	724	Unm	Unm
25s	725	Unm	Unm
25s	726	Unm	Unm
25s	727	Unm	Unm
25s	728	Unm	Unm
25s	729	Unm	Unm
25s	730	Unm	Unm
25s	731	Unm	Unm
25s	732	Unm	Unm
25s	733	Unm	Unm
25s	734	Unm	Unm
25s	735	Unm	Unm
25s	736	Unm	Unm
25s	737	Unm	Unm
25s	738	Unm	Unm
25s	739	Unm	Unm
25s	740	Unm	Unm
25s	741	Unm	Unm
25s	742	Unm	Unm
25s	743	Unm	Unm
25s	744	Unm	Unm
25s	745	Unm	Unm
25s	746	Unm	Unm
25s	747	Unm	Unm
25s	748	Unm	Unm
25s	749	Unm	Unm
25s	750	Unm	Unm
25s	751	Unm	Unm
25s	752	Unm	Unm
25s	753	Unm	Unm
25s	754	Unm	Unm
25s	755	Unm	Unm
25s	756	Unm	Unm
25s	757	Unm	Unm
25s	758	Unm	Unm
25s	759	Unm	Unm
25s	760	Unm	Unm
25s	761	Unm	Unm
25s	762	Unm	Unm
25s	763	Unm	Unm
25s	764	Unm	Unm
25s	765	Unm	Unm
25s	766	Unm	Unm
25s	767	Unm	Unm
25s	768	Unm	Unm
25s	769	Unm	Unm
25s	770	Unm	Unm
25s	771	Unm	Unm
25s	772	Unm	Unm
25s	773	Unm	Unm
25s	774	Unm	NA
25s	775	Unm	NA
25s	776	Y	Y
25s	777	Unm	NA
25s	778	Unm	NA
25s	779	Unm	Unm
25s	780	Unm	Unm
25s	781	Unm	Unm
25s	782	Unm	Unm
25s	783	Unm	Unm
25s	784	Unm	Unm
25s	785	Unm	Unm
25s	786	Unm	Unm
25s	787	Unm	Unm
25s	788	Unm	Unm
25s	789	Unm	Unm
25s	790	Unm	Unm
25s	791	Unm	Unm
25s	792	Unm	Unm
25s	793	Unm	Unm
25s	794	Unm	Unm
25s	795	Unm	Unm
25s	796	Unm	Unm
25s	797	Unm	Unm
25s	798	Unm	Unm
25s	799	Unm	Unm
25s	800	Unm	Unm
25s	801	Unm	Unm
25s	802	Unm	Unm
25s	803	Unm	NA
25s	804	Unm	NA
25s	805	Gm	NA
25s	806	Unm	NA
25s	807	Am	NA
25s	808	Unm	NA
25s	809	Unm	NA
25s	810	Unm	Unm
25s	811	Unm	Unm
25s	812	Unm	Unm
25s	813	Unm	Unm
25s	814	Unm	Unm
25s	815	Unm	NA
25s	816	Unm	NA
25s	817	Am	Am
25s	818	Unm	NA
25s	819	Unm	NA
25s	820	Unm	Unm
25s	821	Unm	Unm
25s	822	Unm	Unm
25s	823	Unm	Unm
25s	824	Unm	Unm
25s	825	Unm	Unm
25s	826	Unm	Unm
25s	827	Unm	Unm
25s	828	Unm	Unm
25s	829	Unm	Unm
25s	830	Unm	Unm
25s	831	Unm	Unm
25s	832	Unm	Unm
25s	833	Unm	Unm
25s	834	Unm	Unm
25s	835	Unm	Unm
25s	836	Unm	Unm
25s	837	Unm	Unm
25s	838	Unm	Unm
25s	839	Unm	Unm
25s	840	Unm	Unm
25s	841	Unm	Unm
25s	842	Unm	Unm
25s	843	Unm	Unm
25s	844	Unm	Unm
25s	845	Unm	Unm
25s	846	Unm	Unm
25s	847	Unm	Unm
25s	848	Unm	Unm
25s	849	Unm	Unm
25s	850	Unm	Unm
25s	851	Unm	Unm
25s	852	Unm	Unm
25s	853	Unm	Unm
25s	854	Unm	Unm
25s	855	Unm	Unm
25s	856	Unm	Unm
25s	857	Unm	Unm
25s	858	Unm	Unm
25s	859	Unm	Unm
25s	860	Unm	Unm
25s	861	Unm	Unm
25s	862	Unm	Unm
25s	863	Unm	Unm
25s	864	Unm	Unm
25s	865	Unm	NA
25s	866	Unm	NA
25s	867	Gm	Gm
25s	868	Unm	NA
25s	869	Unm	NA
25s	870	Unm	Unm
25s	871	Unm	Unm
25s	872	Unm	Unm
25s	873	Unm	Unm
25s	874	Unm	NA
25s	875	Unm	NA
25s	876	Am	Am
25s	877	Unm	NA
25s	878	Unm	NA
25s	879	Unm	Unm
25s	880	Unm	Unm
25s	881	Unm	Unm
25s	882	Unm	Unm
25s	883	Unm	Unm
25s	884	Unm	Unm
25s	885	Unm	Unm
25s	886	Unm	Unm
25s	887	Unm	Unm
25s	888	Unm	Unm
25s	889	Unm	Unm
25s	890	Unm	Unm
25s	891	Unm	Unm
25s	892	Unm	Unm
25s	893	Unm	Unm
25s	894	Unm	Unm
25s	895	Unm	Unm
25s	896	Unm	NA
25s	897	Unm	NA
25s	898	Um	Um
25s	899	Unm	NA
25s	900	Unm	NA
25s	901	Unm	Unm
25s	902	Unm	Unm
25s	903	Unm	Unm
25s	904	Unm	Unm
25s	905	Unm	Unm
25s	906	Unm	NA
25s	907	Unm	NA
25s	908	Gm	Gm
25s	909	Unm	NA
25s	910	Unm	NA
25s	911	Unm	Unm
25s	912	Unm	Unm
25s	913	Unm	Unm
25s	914	Unm	Unm
25s	915	Unm	Unm
25s	916	Unm	Unm
25s	917	Unm	Unm
25s	918	Unm	Unm
25s	919	Unm	Unm
25s	920	Unm	Unm
25s	921	Unm	Unm
25s	922	Unm	Unm
25s	923	Unm	Unm
25s	924	Unm	Unm
25s	925	Unm	Unm
25s	926	Unm	Unm
25s	927	Unm	Unm
25s	928	Unm	Unm
25s	929	Unm	Unm
25s	930	Unm	Unm
25s	931	Unm	Unm
25s	932	Unm	Unm
25s	933	Unm	Unm
25s	934	Unm	Unm
25s	935	Unm	Unm
25s	936	Unm	Unm
25s	937	Unm	Unm
25s	938	Unm	Unm
25s	939	Unm	Unm
25s	940	Unm	Unm
25s	941	Unm	Unm
25s	942	Unm	Unm
25s	943	Unm	Unm
25s	944	Unm	Unm
25s	945	Unm	Unm
25s	946	Unm	Unm
25s	947	Unm	Unm
25s	948	Unm	Unm
25s	949	Unm	Unm
25s	950	Unm	Unm
25s	951	Unm	Unm
25s	952	Unm	Unm
25s	953	Unm	Unm
25s	954	Unm	NA
25s	955	Unm	NA
25s	956	m5U	m5U
25s	957	Unm	NA
25s	958	Unm	NA
25s	959	Unm	NA
25s	960	Y	Y
25s	961	Unm	NA
25s	962	Unm	NA
25s	963	Unm	Unm
25s	964	Unm	NA
25s	965	Unm	NA
25s	966	Y	Y
25s	967	Unm	NA
25s	968	Unm	NA
25s	969	Unm	Unm
25s	970	Unm	Unm
25s	971	Unm	Unm
25s	972	Unm	Unm
25s	973	Unm	Unm
25s	974	Unm	Unm
25s	975	Unm	Unm
25s	976	Unm	Unm
25s	977	Unm	Unm
25s	978	Unm	Unm
25s	979	Unm	Unm
25s	980	Unm	Unm
25s	981	Unm	Unm
25s	982	Unm	Unm
25s	983	Unm	Unm
25s	984	Unm	NA
25s	985	Unm	NA
25s	986	Y	Y
25s	987	Unm	NA
25s	988	Unm	NA
25s	989	Unm	NA
25s	990	Y	Y
25s	991	Unm	NA
25s	992	Unm	NA
25s	993	Unm	Unm
25s	994	Unm	Unm
25s	995	Unm	Unm
25s	996	Unm	Unm
25s	997	Unm	Unm
25s	998	Unm	Unm
25s	999	Unm	Unm
25s	1000	Unm	Unm
25s	1001	Unm	Unm
25s	1002	Unm	NA
25s	1003	Unm	NA
25s	1004	Y	Y
25s	1005	Unm	NA
25s	1006	Unm	NA
25s	1007	Unm	Unm
25s	1008	Unm	Unm
25s	1009	Unm	Unm
25s	1010	Unm	Unm
25s	1011	Unm	Unm
25s	1012	Unm	Unm
25s	1013	Unm	Unm
25s	1014	Unm	Unm
25s	1015	Unm	Unm
25s	1016	Unm	Unm
25s	1017	Unm	Unm
25s	1018	Unm	Unm
25s	1019	Unm	Unm
25s	1020	Unm	Unm
25s	1021	Unm	Unm
25s	1022	Unm	Unm
25s	1023	Unm	Unm
25s	1024	Unm	Unm
25s	1025	Unm	Unm
25s	1026	Unm	Unm
25s	1027	Unm	Unm
25s	1028	Unm	Unm
25s	1029	Unm	Unm
25s	1030	Unm	Unm
25s	1031	Unm	Unm
25s	1032	Unm	Unm
25s	1033	Unm	Unm
25s	1034	Unm	Unm
25s	1035	Unm	Unm
25s	1036	Unm	Unm
25s	1037	Unm	Unm
25s	1038	Unm	Unm
25s	1039	Unm	Unm
25s	1040	Unm	NA
25s	1041	Unm	NA
25s	1042	Y	Y
25s	1043	Unm	NA
25s	1044	Unm	NA
25s	1045	Unm	Unm
25s	1046	Unm	Unm
25s	1047	Unm	Unm
25s	1048	Unm	Unm
25s	1049	Unm	Unm
25s	1050	Unm	NA
25s	1051	Unm	NA
25s	1052	Y	Y
25s	1053	Unm	NA
25s	1054	Unm	NA
25s	1055	Unm	NA
25s	1056	Y	Y
25s	1057	Unm	NA
25s	1058	Unm	NA
25s	1059	Unm	Unm
25s	1060	Unm	Unm
25s	1061	Unm	Unm
25s	1062	Unm	Unm
25s	1063	Unm	Unm
25s	1064	Unm	Unm
25s	1065	Unm	Unm
25s	1066	Unm	Unm
25s	1067	Unm	Unm
25s	1068	Unm	Unm
25s	1069	Unm	Unm
25s	1070	Unm	Unm
25s	1071	Unm	Unm
25s	1072	Unm	Unm
25s	1073	Unm	Unm
25s	1074	Unm	Unm
25s	1075	Unm	Unm
25s	1076	Unm	Unm
25s	1077	Unm	Unm
25s	1078	Unm	Unm
25s	1079	Unm	Unm
25s	1080	Unm	Unm
25s	1081	Unm	Unm
25s	1082	Unm	Unm
25s	1083	Unm	Unm
25s	1084	Unm	Unm
25s	1085	Unm	Unm
25s	1086	Unm	Unm
25s	1087	Unm	Unm
25s	1088	Unm	Unm
25s	1089	Unm	Unm
25s	1090	Unm	Unm
25s	1091	Unm	Unm
25s	1092	Unm	Unm
25s	1093	Unm	Unm
25s	1094	Unm	Unm
25s	1095	Unm	Unm
25s	1096	Unm	Unm
25s	1097	Unm	Unm
25s	1098	Unm	Unm
25s	1099	Unm	Unm
25s	1100	Unm	Unm
25s	1101	Unm	Unm
25s	1102	Unm	Unm
25s	1103	Unm	Unm
25s	1104	Unm	Unm
25s	1105	Unm	Unm
25s	1106	Unm	Unm
25s	1107	Unm	Unm
25s	1108	Unm	NA
25s	1109	Unm	NA
25s	1110	Y	Y
25s	1111	Unm	NA
25s	1112	Unm	NA
25s	1113	Unm	Unm
25s	1114	Unm	Unm
25s	1115	Unm	Unm
25s	1116	Unm	Unm
25s	1117	Unm	Unm
25s	1118	Unm	Unm
25s	1119	Unm	Unm
25s	1120	Unm	Unm
25s	1121	Unm	Unm
25s	1122	Unm	NA
25s	1123	Unm	NA
25s	1124	Y	Y
25s	1125	Unm	NA
25s	1126	Unm	NA
25s	1127	Unm	Unm
25s	1128	Unm	Unm
25s	1129	Unm	Unm
25s	1130	Unm	Unm
25s	1131	Unm	NA
25s	1132	Unm	NA
25s	1133	Am	Am
25s	1134	Unm	NA
25s	1135	Unm	NA
25s	1136	Unm	Unm
25s	1137	Unm	Unm
25s	1138	Unm	Unm
25s	1139	Unm	Unm
25s	1140	Unm	Unm
25s	1141	Unm	Unm
25s	1142	Unm	Unm
25s	1143	Unm	Unm
25s	1144	Unm	Unm
25s	1145	Unm	Unm
25s	1146	Unm	Unm
25s	1147	Unm	Unm
25s	1148	Unm	Unm
25s	1149	Unm	Unm
25s	1150	Unm	Unm
25s	1151	Unm	Unm
25s	1152	Unm	Unm
25s	1153	Unm	Unm
25s	1154	Unm	Unm
25s	1155	Unm	Unm
25s	1156	Unm	Unm
25s	1157	Unm	Unm
25s	1158	Unm	Unm
25s	1159	Unm	Unm
25s	1160	Unm	Unm
25s	1161	Unm	Unm
25s	1162	Unm	Unm
25s	1163	Unm	Unm
25s	1164	Unm	Unm
25s	1165	Unm	Unm
25s	1166	Unm	Unm
25s	1167	Unm	Unm
25s	1168	Unm	Unm
25s	1169	Unm	Unm
25s	1170	Unm	Unm
25s	1171	Unm	Unm
25s	1172	Unm	Unm
25s	1173	Unm	Unm
25s	1174	Unm	Unm
25s	1175	Unm	Unm
25s	1176	Unm	Unm
25s	1177	Unm	Unm
25s	1178	Unm	Unm
25s	1179	Unm	Unm
25s	1180	Unm	Unm
25s	1181	Unm	Unm
25s	1182	Unm	Unm
25s	1183	Unm	Unm
25s	1184	Unm	Unm
25s	1185	Unm	Unm
25s	1186	Unm	Unm
25s	1187	Unm	Unm
25s	1188	Unm	Unm
25s	1189	Unm	Unm
25s	1190	Unm	Unm
25s	1191	Unm	Unm
25s	1192	Unm	Unm
25s	1193	Unm	Unm
25s	1194	Unm	Unm
25s	1195	Unm	Unm
25s	1196	Unm	Unm
25s	1197	Unm	Unm
25s	1198	Unm	Unm
25s	1199	Unm	Unm
25s	1200	Unm	Unm
25s	1201	Unm	Unm
25s	1202	Unm	Unm
25s	1203	Unm	Unm
25s	1204	Unm	Unm
25s	1205	Unm	Unm
25s	1206	Unm	Unm
25s	1207	Unm	Unm
25s	1208	Unm	Unm
25s	1209	Unm	Unm
25s	1210	Unm	Unm
25s	1211	Unm	Unm
25s	1212	Unm	Unm
25s	1213	Unm	Unm
25s	1214	Unm	Unm
25s	1215	Unm	Unm
25s	1216	Unm	Unm
25s	1217	Unm	Unm
25s	1218	Unm	Unm
25s	1219	Unm	Unm
25s	1220	Unm	Unm
25s	1221	Unm	Unm
25s	1222	Unm	Unm
25s	1223	Unm	Unm
25s	1224	Unm	Unm
25s	1225	Unm	Unm
25s	1226	Unm	Unm
25s	1227	Unm	Unm
25s	1228	Unm	Unm
25s	1229	Unm	Unm
25s	1230	Unm	Unm
25s	1231	Unm	Unm
25s	1232	Unm	Unm
25s	1233	Unm	Unm
25s	1234	Unm	Unm
25s	1235	Unm	Unm
25s	1236	Unm	Unm
25s	1237	Unm	Unm
25s	1238	Unm	Unm
25s	1239	Unm	Unm
25s	1240	Unm	Unm
25s	1241	Unm	Unm
25s	1242	Unm	Unm
25s	1243	Unm	Unm
25s	1244	Unm	Unm
25s	1245	Unm	Unm
25s	1246	Unm	Unm
25s	1247	Unm	Unm
25s	1248	Unm	Unm
25s	1249	Unm	Unm
25s	1250	Unm	Unm
25s	1251	Unm	Unm
25s	1252	Unm	Unm
25s	1253	Unm	Unm
25s	1254	Unm	Unm
25s	1255	Unm	Unm
25s	1256	Unm	Unm
25s	1257	Unm	Unm
25s	1258	Unm	Unm
25s	1259	Unm	Unm
25s	1260	Unm	Unm
25s	1261	Unm	Unm
25s	1262	Unm	Unm
25s	1263	Unm	Unm
25s	1264	Unm	Unm
25s	1265	Unm	Unm
25s	1266	Unm	Unm
25s	1267	Unm	Unm
25s	1268	Unm	Unm
25s	1269	Unm	Unm
25s	1270	Unm	Unm
25s	1271	Unm	Unm
25s	1272	Unm	Unm
25s	1273	Unm	Unm
25s	1274	Unm	Unm
25s	1275	Unm	Unm
25s	1276	Unm	Unm
25s	1277	Unm	Unm
25s	1278	Unm	Unm
25s	1279	Unm	Unm
25s	1280	Unm	Unm
25s	1281	Unm	Unm
25s	1282	Unm	Unm
25s	1283	Unm	Unm
25s	1284	Unm	Unm
25s	1285	Unm	Unm
25s	1286	Unm	Unm
25s	1287	Unm	Unm
25s	1288	Unm	Unm
25s	1289	Unm	Unm
25s	1290	Unm	Unm
25s	1291	Unm	Unm
25s	1292	Unm	Unm
25s	1293	Unm	Unm
25s	1294	Unm	Unm
25s	1295	Unm	Unm
25s	1296	Unm	Unm
25s	1297	Unm	Unm
25s	1298	Unm	Unm
25s	1299	Unm	Unm
25s	1300	Unm	Unm
25s	1301	Unm	Unm
25s	1302	Unm	Unm
25s	1303	Unm	Unm
25s	1304	Unm	Unm
25s	1305	Unm	Unm
25s	1306	Unm	Unm
25s	1307	Unm	Unm
25s	1308	Unm	Unm
25s	1309	Unm	Unm
25s	1310	Unm	Unm
25s	1311	Unm	Unm
25s	1312	Unm	Unm
25s	1313	Unm	Unm
25s	1314	Unm	Unm
25s	1315	Unm	Unm
25s	1316	Unm	Unm
25s	1317	Unm	Unm
25s	1318	Unm	Unm
25s	1319	Unm	Unm
25s	1320	Unm	Unm
25s	1321	Unm	Unm
25s	1322	Unm	Unm
25s	1323	Unm	Unm
25s	1324	Unm	Unm
25s	1325	Unm	Unm
25s	1326	Unm	Unm
25s	1327	Unm	Unm
25s	1328	Unm	Unm
25s	1329	Unm	Unm
25s	1330	Unm	Unm
25s	1331	Unm	Unm
25s	1332	Unm	Unm
25s	1333	Unm	Unm
25s	1334	Unm	Unm
25s	1335	Unm	Unm
25s	1336	Unm	Unm
25s	1337	Unm	Unm
25s	1338	Unm	Unm
25s	1339	Unm	Unm
25s	1340	Unm	Unm
25s	1341	Unm	Unm
25s	1342	Unm	Unm
25s	1343	Unm	Unm
25s	1344	Unm	Unm
25s	1345	Unm	Unm
25s	1346	Unm	Unm
25s	1347	Unm	Unm
25s	1348	Unm	Unm
25s	1349	Unm	Unm
25s	1350	Unm	Unm
25s	1351	Unm	Unm
25s	1352	Unm	Unm
25s	1353	Unm	Unm
25s	1354	Unm	Unm
25s	1355	Unm	Unm
25s	1356	Unm	Unm
25s	1357	Unm	Unm
25s	1358	Unm	Unm
